id,source_id,target_id,type,weight,status,summary,command
rel:candidate:2026-05-25-existing-scenario-connection-policy-legal-friction-hormuz-oil:SUPPORTED_BY:evidence:05-data-pulls-government-2026-05-02-sec-sectors-md,candidate:2026-05-25-existing-scenario-connection-policy-legal-friction-hormuz-oil,evidence:05-data-pulls-government-2026-05-02-sec-sectors-md,SUPPORTED_BY,1,watch,Candidate is supported by local My_Data evidence.,
rel:candidate:2026-05-25-existing-scenario-connection-policy-legal-friction-hormuz-oil:HAS_REVIEW_COMMAND:command:node-run-mjs-pull-event-research-scenario-hormuz-oil-shock-dry-run,candidate:2026-05-25-existing-scenario-connection-policy-legal-friction-hormuz-oil,command:node-run-mjs-pull-event-research-scenario-hormuz-oil-shock-dry-run,HAS_REVIEW_COMMAND,1,watch,Candidate exposes this dry-run review command.,node run.mjs pull event-research --scenario hormuz-oil-shock --dry-run
rel:candidate:2026-05-25-existing-scenario-connection-policy-legal-friction-hormuz-oil:HAS_REVIEW_COMMAND:command:node-run-mjs-scan-sectors-sector-industrials-dry-run,candidate:2026-05-25-existing-scenario-connection-policy-legal-friction-hormuz-oil,command:node-run-mjs-scan-sectors-sector-industrials-dry-run,HAS_REVIEW_COMMAND,1,watch,Candidate exposes this dry-run review command.,node run.mjs scan sectors --sector industrials --dry-run
rel:candidate:2026-05-25-existing-scenario-connection-policy-legal-friction-hormuz-oil:HAS_REVIEW_COMMAND:command:node-run-mjs-pull-event-research-scenario-fertilizer-shortage-dry-run,candidate:2026-05-25-existing-scenario-connection-policy-legal-friction-hormuz-oil,command:node-run-mjs-pull-event-research-scenario-fertilizer-shortage-dry-run,HAS_REVIEW_COMMAND,1,watch,Candidate exposes this dry-run review command.,node run.mjs pull event-research --scenario fertilizer-shortage --dry-run
rel:batch:2026-05-25:HAS_CANDIDATE:candidate:2026-05-25-source-gap-followup-geopolitics-capital-access-hormuz-oil-sho,batch:2026-05-25,candidate:2026-05-25-source-gap-followup-geopolitics-capital-access-hormuz-oil-sho,HAS_CANDIDATE,2,watch,Inbox batch produced this synthesized event candidate.,
rel:trend:geopolitics-and-capital-access:SYNTHESIZES:candidate:2026-05-25-source-gap-followup-geopolitics-capital-access-hormuz-oil-sho,trend:geopolitics-and-capital-access,candidate:2026-05-25-source-gap-followup-geopolitics-capital-access-hormuz-oil-sho,SYNTHESIZES,2,watch,Trend cluster synthesizes into this candidate.,
rel:candidate:2026-05-25-source-gap-followup-geopolitics-capital-access-hormuz-oil-sho:MAPS_TO_SCENARIO:scenario:hormuz-oil-shock,candidate:2026-05-25-source-gap-followup-geopolitics-capital-access-hormuz-oil-sho,scenario:hormuz-oil-shock,MAPS_TO_SCENARIO,2,watch,Candidate maps to an existing seeded event-research scenario.,node run.mjs pull event-research --scenario hormuz-oil-shock --dry-run
rel:candidate:2026-05-25-source-gap-followup-geopolitics-capital-access-hormuz-oil-sho:ROUTES_TO:route:reports-source-gap-register-md,candidate:2026-05-25-source-gap-followup-geopolitics-capital-access-hormuz-oil-sho,route:reports-source-gap-register-md,ROUTES_TO,1,watch,Human review should route the candidate here if accepted.,
rel:candidate:2026-05-25-source-gap-followup-geopolitics-capital-access-hormuz-oil-sho:SUMMARIZES_SOURCE:source:10-themes-geopolitics-and-capital-flows-global-market-call-us-iran-deal-would-boost-go-global-in,candidate:2026-05-25-source-gap-followup-geopolitics-capital-access-hormuz-oil-sho,source:10-themes-geopolitics-and-capital-flows-global-market-call-us-iran-deal-would-boost-go-global-in,SUMMARIZES_SOURCE,1,watch,Candidate summarizes this World_Machine inbox source item.,
rel:candidate:2026-05-25-source-gap-followup-geopolitics-capital-access-hormuz-oil-sho:SUMMARIZES_SOURCE:source:10-themes-geopolitics-and-capital-flows-kushner-disappoints-mideast-clients-who-spent-millions-s,candidate:2026-05-25-source-gap-followup-geopolitics-capital-access-hormuz-oil-sho,source:10-themes-geopolitics-and-capital-flows-kushner-disappoints-mideast-clients-who-spent-millions-s,SUMMARIZES_SOURCE,1,watch,Candidate summarizes this World_Machine inbox source item.,
rel:candidate:2026-05-25-source-gap-followup-geopolitics-capital-access-hormuz-oil-sho:SUMMARIZES_SOURCE:source:10-themes-macro-regime-and-economic-data-economic-week-ahead-may-25-29-md,candidate:2026-05-25-source-gap-followup-geopolitics-capital-access-hormuz-oil-sho,source:10-themes-macro-regime-and-economic-data-economic-week-ahead-may-25-29-md,SUMMARIZES_SOURCE,1,watch,Candidate summarizes this World_Machine inbox source item.,
rel:candidate:2026-05-25-source-gap-followup-geopolitics-capital-access-hormuz-oil-sho:SUMMARIZES_SOURCE:source:10-themes-macro-regime-and-economic-data-the-daily-spark-md,candidate:2026-05-25-source-gap-followup-geopolitics-capital-access-hormuz-oil-sho,source:10-themes-macro-regime-and-economic-data-the-daily-spark-md,SUMMARIZES_SOURCE,1,watch,Candidate summarizes this World_Machine inbox source item.,
rel:candidate:2026-05-25-source-gap-followup-geopolitics-capital-access-hormuz-oil-sho:SUMMARIZES_SOURCE:source:10-themes-macro-regime-and-economic-data-updated-bond-view-time-to-opportunistically-rotate-cash,candidate:2026-05-25-source-gap-followup-geopolitics-capital-access-hormuz-oil-sho,source:10-themes-macro-regime-and-economic-data-updated-bond-view-time-to-opportunistically-rotate-cash,SUMMARIZES_SOURCE,1,watch,Candidate summarizes this World_Machine inbox source item.,
rel:candidate:2026-05-25-source-gap-followup-geopolitics-capital-access-hormuz-oil-sho:SUMMARIZES_SOURCE:source:10-themes-strategy-setups-and-watchpoints-market-mechanics-or-fundamentals-whats-behind-this-ral,candidate:2026-05-25-source-gap-followup-geopolitics-capital-access-hormuz-oil-sho,source:10-themes-strategy-setups-and-watchpoints-market-mechanics-or-fundamentals-whats-behind-this-ral,SUMMARIZES_SOURCE,1,watch,Candidate summarizes this World_Machine inbox source item.,
rel:candidate:2026-05-25-source-gap-followup-geopolitics-capital-access-hormuz-oil-sho:SUMMARIZES_SOURCE:source:10-themes-strategy-setups-and-watchpoints-may-18-2026-morning-briefing-md,candidate:2026-05-25-source-gap-followup-geopolitics-capital-access-hormuz-oil-sho,source:10-themes-strategy-setups-and-watchpoints-may-18-2026-morning-briefing-md,SUMMARIZES_SOURCE,1,watch,Candidate summarizes this World_Machine inbox source item.,
rel:candidate:2026-05-25-source-gap-followup-geopolitics-capital-access-hormuz-oil-sho:SUMMARIZES_SOURCE:source:20-sectors-consumer-housing-and-small-business-consumer-discretionary-another-concentrated-secto,candidate:2026-05-25-source-gap-followup-geopolitics-capital-access-hormuz-oil-sho,source:20-sectors-consumer-housing-and-small-business-consumer-discretionary-another-concentrated-secto,SUMMARIZES_SOURCE,1,watch,Candidate summarizes this World_Machine inbox source item.,
rel:candidate:2026-05-25-source-gap-followup-geopolitics-capital-access-hormuz-oil-sho:SUMMARIZES_SOURCE:source:20-sectors-healthcare-biotech-and-pharma-profiting-from-inflated-hospital-prices-md,candidate:2026-05-25-source-gap-followup-geopolitics-capital-access-hormuz-oil-sho,source:20-sectors-healthcare-biotech-and-pharma-profiting-from-inflated-hospital-prices-md,SUMMARIZES_SOURCE,1,watch,Candidate summarizes this World_Machine inbox source item.,
rel:candidate:2026-05-25-source-gap-followup-geopolitics-capital-access-hormuz-oil-sho:HAS_REVIEW_COMMAND:command:node-run-mjs-pull-event-research-scenario-hormuz-oil-shock-dry-run,candidate:2026-05-25-source-gap-followup-geopolitics-capital-access-hormuz-oil-sho,command:node-run-mjs-pull-event-research-scenario-hormuz-oil-shock-dry-run,HAS_REVIEW_COMMAND,1,watch,Candidate exposes this dry-run review command.,node run.mjs pull event-research --scenario hormuz-oil-shock --dry-run
rel:candidate:2026-05-25-source-gap-followup-geopolitics-capital-access-hormuz-oil-sho:HAS_REVIEW_COMMAND:command:node-run-mjs-scan-sectors-sector-energy-dry-run,candidate:2026-05-25-source-gap-followup-geopolitics-capital-access-hormuz-oil-sho,command:node-run-mjs-scan-sectors-sector-energy-dry-run,HAS_REVIEW_COMMAND,1,watch,Candidate exposes this dry-run review command.,node run.mjs scan sectors --sector energy --dry-run
