id:ID,asOfDate,canonicalName,dataType,date,datePulled,domain,label,name,nodeType,obsidianUrl,relativePath,sector,signalStatus,source,sourceFolder,sourcePath,sourceVault,source_folder,source_path,source_rel_path,source_url,source_vault,subdomain,symbol,tags,ticker,vault,:LABEL
mydata:signal:2026-05-05-confirm-alzheimers-disease-modification,2026-06-01,2026-05-05_CONFIRM_ALZHEIMERS_DISEASE_MODIFICATION,,2026-05-05,,Signals,2026-05-05_CONFIRM_ALZHEIMERS_DISEASE_MODIFICATION,2026-05-05_CONFIRM_ALZHEIMERS_DISEASE_MODIFICATION,signal,obsidian://open?vault=My_Data&file=06_Signals%2F2026-05-05_CONFIRM_ALZHEIMERS_DISEASE_MODIFICATION.md,06_Signals/2026-05-05_CONFIRM_ALZHEIMERS_DISEASE_MODIFICATION.md,Healthcare Sector Basket,,,06_Signals,C:\Users\CaveUser\Documents\Obsidian Vault\My_Data\06_Signals\2026-05-05_CONFIRM_ALZHEIMERS_DISEASE_MODIFICATION.md,My_Data,06_Signals,C:\Users\CaveUser\Documents\Obsidian Vault\My_Data\06_Signals\2026-05-05_CONFIRM_ALZHEIMERS_DISEASE_MODIFICATION.md,06_Signals/2026-05-05_CONFIRM_ALZHEIMERS_DISEASE_MODIFICATION.md,obsidian://open?vault=My_Data&file=06_Signals%2F2026-05-05_CONFIRM_ALZHEIMERS_DISEASE_MODIFICATION.md,My_Data,2026-05-05_CONFIRM_ALZHEIMERS_DISEASE_MODIFICATION.md,,"[""signal"",""sector-scan"",""confirm"",""alzheimers-disease-modification""]",,My_Data,Signal
mydata:signal:2026-05-05-confirm-psychedelic-mental-health-revolution,2026-06-01,2026-05-05_CONFIRM_PSYCHEDELIC_MENTAL_HEALTH_REVOLUTION,,2026-05-05,,Signals,2026-05-05_CONFIRM_PSYCHEDELIC_MENTAL_HEALTH_REVOLUTION,2026-05-05_CONFIRM_PSYCHEDELIC_MENTAL_HEALTH_REVOLUTION,signal,obsidian://open?vault=My_Data&file=06_Signals%2F2026-05-05_CONFIRM_PSYCHEDELIC_MENTAL_HEALTH_REVOLUTION.md,06_Signals/2026-05-05_CONFIRM_PSYCHEDELIC_MENTAL_HEALTH_REVOLUTION.md,Healthcare Sector Basket,,,06_Signals,C:\Users\CaveUser\Documents\Obsidian Vault\My_Data\06_Signals\2026-05-05_CONFIRM_PSYCHEDELIC_MENTAL_HEALTH_REVOLUTION.md,My_Data,06_Signals,C:\Users\CaveUser\Documents\Obsidian Vault\My_Data\06_Signals\2026-05-05_CONFIRM_PSYCHEDELIC_MENTAL_HEALTH_REVOLUTION.md,06_Signals/2026-05-05_CONFIRM_PSYCHEDELIC_MENTAL_HEALTH_REVOLUTION.md,obsidian://open?vault=My_Data&file=06_Signals%2F2026-05-05_CONFIRM_PSYCHEDELIC_MENTAL_HEALTH_REVOLUTION.md,My_Data,2026-05-05_CONFIRM_PSYCHEDELIC_MENTAL_HEALTH_REVOLUTION.md,,"[""signal"",""sector-scan"",""confirm"",""psychedelic-mental-health-revolution""]",,My_Data,Signal
mydata:signal:2026-05-05-fema-spike,2026-06-01,2026-05-05_FEMA_SPIKE,,2026-05-05,,Signals,2026-05-05_FEMA_SPIKE,2026-05-05_FEMA_SPIKE,signal,obsidian://open?vault=My_Data&file=06_Signals%2F2026-05-05_FEMA_SPIKE.md,06_Signals/2026-05-05_FEMA_SPIKE.md,,,,06_Signals,C:\Users\CaveUser\Documents\Obsidian Vault\My_Data\06_Signals\2026-05-05_FEMA_SPIKE.md,My_Data,06_Signals,C:\Users\CaveUser\Documents\Obsidian Vault\My_Data\06_Signals\2026-05-05_FEMA_SPIKE.md,06_Signals/2026-05-05_FEMA_SPIKE.md,obsidian://open?vault=My_Data&file=06_Signals%2F2026-05-05_FEMA_SPIKE.md,My_Data,2026-05-05_FEMA_SPIKE.md,,"[""signal"",""fema""]",,My_Data,Signal
mydata:signal:2026-05-06-fema-spike,2026-06-01,2026-05-06_FEMA_SPIKE,,2026-05-06,,Signals,2026-05-06_FEMA_SPIKE,2026-05-06_FEMA_SPIKE,signal,obsidian://open?vault=My_Data&file=06_Signals%2F2026-05-06_FEMA_SPIKE.md,06_Signals/2026-05-06_FEMA_SPIKE.md,,,,06_Signals,C:\Users\CaveUser\Documents\Obsidian Vault\My_Data\06_Signals\2026-05-06_FEMA_SPIKE.md,My_Data,06_Signals,C:\Users\CaveUser\Documents\Obsidian Vault\My_Data\06_Signals\2026-05-06_FEMA_SPIKE.md,06_Signals/2026-05-06_FEMA_SPIKE.md,obsidian://open?vault=My_Data&file=06_Signals%2F2026-05-06_FEMA_SPIKE.md,My_Data,2026-05-06_FEMA_SPIKE.md,,"[""signal"",""fema""]",,My_Data,Signal
mydata:signal:2026-05-07-confirm-alzheimers-disease-modification,2026-06-01,2026-05-07_CONFIRM_ALZHEIMERS_DISEASE_MODIFICATION,,2026-05-07,,Signals,2026-05-07_CONFIRM_ALZHEIMERS_DISEASE_MODIFICATION,2026-05-07_CONFIRM_ALZHEIMERS_DISEASE_MODIFICATION,signal,obsidian://open?vault=My_Data&file=06_Signals%2F2026-05-07_CONFIRM_ALZHEIMERS_DISEASE_MODIFICATION.md,06_Signals/2026-05-07_CONFIRM_ALZHEIMERS_DISEASE_MODIFICATION.md,Healthcare Sector Basket,,,06_Signals,C:\Users\CaveUser\Documents\Obsidian Vault\My_Data\06_Signals\2026-05-07_CONFIRM_ALZHEIMERS_DISEASE_MODIFICATION.md,My_Data,06_Signals,C:\Users\CaveUser\Documents\Obsidian Vault\My_Data\06_Signals\2026-05-07_CONFIRM_ALZHEIMERS_DISEASE_MODIFICATION.md,06_Signals/2026-05-07_CONFIRM_ALZHEIMERS_DISEASE_MODIFICATION.md,obsidian://open?vault=My_Data&file=06_Signals%2F2026-05-07_CONFIRM_ALZHEIMERS_DISEASE_MODIFICATION.md,My_Data,2026-05-07_CONFIRM_ALZHEIMERS_DISEASE_MODIFICATION.md,,"[""signal"",""sector-scan"",""confirm"",""alzheimers-disease-modification""]",,My_Data,Signal
mydata:signal:2026-05-07-confirm-psychedelic-mental-health-revolution,2026-06-01,2026-05-07_CONFIRM_PSYCHEDELIC_MENTAL_HEALTH_REVOLUTION,,2026-05-07,,Signals,2026-05-07_CONFIRM_PSYCHEDELIC_MENTAL_HEALTH_REVOLUTION,2026-05-07_CONFIRM_PSYCHEDELIC_MENTAL_HEALTH_REVOLUTION,signal,obsidian://open?vault=My_Data&file=06_Signals%2F2026-05-07_CONFIRM_PSYCHEDELIC_MENTAL_HEALTH_REVOLUTION.md,06_Signals/2026-05-07_CONFIRM_PSYCHEDELIC_MENTAL_HEALTH_REVOLUTION.md,Healthcare Sector Basket,,,06_Signals,C:\Users\CaveUser\Documents\Obsidian Vault\My_Data\06_Signals\2026-05-07_CONFIRM_PSYCHEDELIC_MENTAL_HEALTH_REVOLUTION.md,My_Data,06_Signals,C:\Users\CaveUser\Documents\Obsidian Vault\My_Data\06_Signals\2026-05-07_CONFIRM_PSYCHEDELIC_MENTAL_HEALTH_REVOLUTION.md,06_Signals/2026-05-07_CONFIRM_PSYCHEDELIC_MENTAL_HEALTH_REVOLUTION.md,obsidian://open?vault=My_Data&file=06_Signals%2F2026-05-07_CONFIRM_PSYCHEDELIC_MENTAL_HEALTH_REVOLUTION.md,My_Data,2026-05-07_CONFIRM_PSYCHEDELIC_MENTAL_HEALTH_REVOLUTION.md,,"[""signal"",""sector-scan"",""confirm"",""psychedelic-mental-health-revolution""]",,My_Data,Signal
mydata:signal:2026-05-07-reverse-repo-depleted,2026-06-01,2026-05-07_REVERSE_REPO_DEPLETED,,2026-05-07,,Signals,2026-05-07_REVERSE_REPO_DEPLETED,2026-05-07_REVERSE_REPO_DEPLETED,signal,obsidian://open?vault=My_Data&file=06_Signals%2F2026-05-07_REVERSE_REPO_DEPLETED.md,06_Signals/2026-05-07_REVERSE_REPO_DEPLETED.md,,,,06_Signals,C:\Users\CaveUser\Documents\Obsidian Vault\My_Data\06_Signals\2026-05-07_REVERSE_REPO_DEPLETED.md,My_Data,06_Signals,C:\Users\CaveUser\Documents\Obsidian Vault\My_Data\06_Signals\2026-05-07_REVERSE_REPO_DEPLETED.md,06_Signals/2026-05-07_REVERSE_REPO_DEPLETED.md,obsidian://open?vault=My_Data&file=06_Signals%2F2026-05-07_REVERSE_REPO_DEPLETED.md,My_Data,2026-05-07_REVERSE_REPO_DEPLETED.md,,"[""signal"",""macro"",""alert""]",,My_Data,Signal
mydata:signal:2026-05-08-reverse-repo-depleted,2026-06-01,2026-05-08_REVERSE_REPO_DEPLETED,,2026-05-08,,Signals,2026-05-08_REVERSE_REPO_DEPLETED,2026-05-08_REVERSE_REPO_DEPLETED,signal,obsidian://open?vault=My_Data&file=06_Signals%2F2026-05-08_REVERSE_REPO_DEPLETED.md,06_Signals/2026-05-08_REVERSE_REPO_DEPLETED.md,,,,06_Signals,C:\Users\CaveUser\Documents\Obsidian Vault\My_Data\06_Signals\2026-05-08_REVERSE_REPO_DEPLETED.md,My_Data,06_Signals,C:\Users\CaveUser\Documents\Obsidian Vault\My_Data\06_Signals\2026-05-08_REVERSE_REPO_DEPLETED.md,06_Signals/2026-05-08_REVERSE_REPO_DEPLETED.md,obsidian://open?vault=My_Data&file=06_Signals%2F2026-05-08_REVERSE_REPO_DEPLETED.md,My_Data,2026-05-08_REVERSE_REPO_DEPLETED.md,,"[""signal"",""macro"",""alert""]",,My_Data,Signal
mydata:signal:2026-05-09-fema-spike,2026-06-01,2026-05-09_FEMA_SPIKE,,2026-05-09,,Signals,2026-05-09_FEMA_SPIKE,2026-05-09_FEMA_SPIKE,signal,obsidian://open?vault=My_Data&file=06_Signals%2F2026-05-09_FEMA_SPIKE.md,06_Signals/2026-05-09_FEMA_SPIKE.md,,,,06_Signals,C:\Users\CaveUser\Documents\Obsidian Vault\My_Data\06_Signals\2026-05-09_FEMA_SPIKE.md,My_Data,06_Signals,C:\Users\CaveUser\Documents\Obsidian Vault\My_Data\06_Signals\2026-05-09_FEMA_SPIKE.md,06_Signals/2026-05-09_FEMA_SPIKE.md,obsidian://open?vault=My_Data&file=06_Signals%2F2026-05-09_FEMA_SPIKE.md,My_Data,2026-05-09_FEMA_SPIKE.md,,"[""signal"",""fema""]",,My_Data,Signal
mydata:signal:2026-05-11-reverse-repo-depleted,2026-06-01,2026-05-11_REVERSE_REPO_DEPLETED,,2026-05-11,,Signals,2026-05-11_REVERSE_REPO_DEPLETED,2026-05-11_REVERSE_REPO_DEPLETED,signal,obsidian://open?vault=My_Data&file=06_Signals%2F2026-05-11_REVERSE_REPO_DEPLETED.md,06_Signals/2026-05-11_REVERSE_REPO_DEPLETED.md,,,,06_Signals,C:\Users\CaveUser\Documents\Obsidian Vault\My_Data\06_Signals\2026-05-11_REVERSE_REPO_DEPLETED.md,My_Data,06_Signals,C:\Users\CaveUser\Documents\Obsidian Vault\My_Data\06_Signals\2026-05-11_REVERSE_REPO_DEPLETED.md,06_Signals/2026-05-11_REVERSE_REPO_DEPLETED.md,obsidian://open?vault=My_Data&file=06_Signals%2F2026-05-11_REVERSE_REPO_DEPLETED.md,My_Data,2026-05-11_REVERSE_REPO_DEPLETED.md,,"[""signal"",""macro"",""alert""]",,My_Data,Signal
mydata:signal:2026-05-12-confirm-capital-raise-survivors-small-cap-inflection-basket,2026-06-01,2026-05-12_CONFIRM_CAPITAL_RAISE_SURVIVORS_SMALL_CAP_INFLECTION_BASKET,,2026-05-12,,Signals,2026-05-12_CONFIRM_CAPITAL_RAISE_SURVIVORS_SMALL_CAP_INFLECTION_BASKET,2026-05-12_CONFIRM_CAPITAL_RAISE_SURVIVORS_SMALL_CAP_INFLECTION_BASKET,signal,obsidian://open?vault=My_Data&file=06_Signals%2F2026-05-12_CONFIRM_CAPITAL_RAISE_SURVIVORS_SMALL_CAP_INFLECTION_BASKET.md,06_Signals/2026-05-12_CONFIRM_CAPITAL_RAISE_SURVIVORS_SMALL_CAP_INFLECTION_BASKET.md,Healthcare Sector Basket,,,06_Signals,C:\Users\CaveUser\Documents\Obsidian Vault\My_Data\06_Signals\2026-05-12_CONFIRM_CAPITAL_RAISE_SURVIVORS_SMALL_CAP_INFLECTION_BASKET.md,My_Data,06_Signals,C:\Users\CaveUser\Documents\Obsidian Vault\My_Data\06_Signals\2026-05-12_CONFIRM_CAPITAL_RAISE_SURVIVORS_SMALL_CAP_INFLECTION_BASKET.md,06_Signals/2026-05-12_CONFIRM_CAPITAL_RAISE_SURVIVORS_SMALL_CAP_INFLECTION_BASKET.md,obsidian://open?vault=My_Data&file=06_Signals%2F2026-05-12_CONFIRM_CAPITAL_RAISE_SURVIVORS_SMALL_CAP_INFLECTION_BASKET.md,My_Data,2026-05-12_CONFIRM_CAPITAL_RAISE_SURVIVORS_SMALL_CAP_INFLECTION_BASKET.md,,"[""signal"",""sector-scan"",""confirm"",""capital-raise-survivors-small-cap-inflection-basket""]",,My_Data,Signal
mydata:signal:2026-05-12-reverse-repo-depleted,2026-06-01,2026-05-12_REVERSE_REPO_DEPLETED,,2026-05-12,,Signals,2026-05-12_REVERSE_REPO_DEPLETED,2026-05-12_REVERSE_REPO_DEPLETED,signal,obsidian://open?vault=My_Data&file=06_Signals%2F2026-05-12_REVERSE_REPO_DEPLETED.md,06_Signals/2026-05-12_REVERSE_REPO_DEPLETED.md,,,,06_Signals,C:\Users\CaveUser\Documents\Obsidian Vault\My_Data\06_Signals\2026-05-12_REVERSE_REPO_DEPLETED.md,My_Data,06_Signals,C:\Users\CaveUser\Documents\Obsidian Vault\My_Data\06_Signals\2026-05-12_REVERSE_REPO_DEPLETED.md,06_Signals/2026-05-12_REVERSE_REPO_DEPLETED.md,obsidian://open?vault=My_Data&file=06_Signals%2F2026-05-12_REVERSE_REPO_DEPLETED.md,My_Data,2026-05-12_REVERSE_REPO_DEPLETED.md,,"[""signal"",""macro"",""alert""]",,My_Data,Signal
mydata:signal:2026-05-12-yield-curve-flattening,2026-06-01,2026-05-12_YIELD_CURVE_FLATTENING,,2026-05-12,,Signals,2026-05-12_YIELD_CURVE_FLATTENING,2026-05-12_YIELD_CURVE_FLATTENING,signal,obsidian://open?vault=My_Data&file=06_Signals%2F2026-05-12_YIELD_CURVE_FLATTENING.md,06_Signals/2026-05-12_YIELD_CURVE_FLATTENING.md,,,,06_Signals,C:\Users\CaveUser\Documents\Obsidian Vault\My_Data\06_Signals\2026-05-12_YIELD_CURVE_FLATTENING.md,My_Data,06_Signals,C:\Users\CaveUser\Documents\Obsidian Vault\My_Data\06_Signals\2026-05-12_YIELD_CURVE_FLATTENING.md,06_Signals/2026-05-12_YIELD_CURVE_FLATTENING.md,obsidian://open?vault=My_Data&file=06_Signals%2F2026-05-12_YIELD_CURVE_FLATTENING.md,My_Data,2026-05-12_YIELD_CURVE_FLATTENING.md,,"[""signal"",""macro"",""watch""]",,My_Data,Signal
mydata:signal:2026-05-13-confirm-humanoid-robotics,2026-06-01,2026-05-13_CONFIRM_HUMANOID_ROBOTICS,,2026-05-13,,Signals,2026-05-13_CONFIRM_HUMANOID_ROBOTICS,2026-05-13_CONFIRM_HUMANOID_ROBOTICS,signal,obsidian://open?vault=My_Data&file=06_Signals%2F2026-05-13_CONFIRM_HUMANOID_ROBOTICS.md,06_Signals/2026-05-13_CONFIRM_HUMANOID_ROBOTICS.md,Consumer Staples Sector Basket,,,06_Signals,C:\Users\CaveUser\Documents\Obsidian Vault\My_Data\06_Signals\2026-05-13_CONFIRM_HUMANOID_ROBOTICS.md,My_Data,06_Signals,C:\Users\CaveUser\Documents\Obsidian Vault\My_Data\06_Signals\2026-05-13_CONFIRM_HUMANOID_ROBOTICS.md,06_Signals/2026-05-13_CONFIRM_HUMANOID_ROBOTICS.md,obsidian://open?vault=My_Data&file=06_Signals%2F2026-05-13_CONFIRM_HUMANOID_ROBOTICS.md,My_Data,2026-05-13_CONFIRM_HUMANOID_ROBOTICS.md,,"[""signal"",""sector-scan"",""confirm"",""humanoid-robotics""]",,My_Data,Signal
mydata:signal:2026-05-13-confirm-quantum-computing,2026-06-01,2026-05-13_CONFIRM_QUANTUM_COMPUTING,,2026-05-13,,Signals,2026-05-13_CONFIRM_QUANTUM_COMPUTING,2026-05-13_CONFIRM_QUANTUM_COMPUTING,signal,obsidian://open?vault=My_Data&file=06_Signals%2F2026-05-13_CONFIRM_QUANTUM_COMPUTING.md,06_Signals/2026-05-13_CONFIRM_QUANTUM_COMPUTING.md,Tech Sector Basket,,,06_Signals,C:\Users\CaveUser\Documents\Obsidian Vault\My_Data\06_Signals\2026-05-13_CONFIRM_QUANTUM_COMPUTING.md,My_Data,06_Signals,C:\Users\CaveUser\Documents\Obsidian Vault\My_Data\06_Signals\2026-05-13_CONFIRM_QUANTUM_COMPUTING.md,06_Signals/2026-05-13_CONFIRM_QUANTUM_COMPUTING.md,obsidian://open?vault=My_Data&file=06_Signals%2F2026-05-13_CONFIRM_QUANTUM_COMPUTING.md,My_Data,2026-05-13_CONFIRM_QUANTUM_COMPUTING.md,,"[""signal"",""sector-scan"",""confirm"",""quantum-computing""]",,My_Data,Signal
mydata:signal:2026-05-13-reverse-repo-depleted,2026-06-01,2026-05-13_REVERSE_REPO_DEPLETED,,2026-05-13,,Signals,2026-05-13_REVERSE_REPO_DEPLETED,2026-05-13_REVERSE_REPO_DEPLETED,signal,obsidian://open?vault=My_Data&file=06_Signals%2F2026-05-13_REVERSE_REPO_DEPLETED.md,06_Signals/2026-05-13_REVERSE_REPO_DEPLETED.md,,,,06_Signals,C:\Users\CaveUser\Documents\Obsidian Vault\My_Data\06_Signals\2026-05-13_REVERSE_REPO_DEPLETED.md,My_Data,06_Signals,C:\Users\CaveUser\Documents\Obsidian Vault\My_Data\06_Signals\2026-05-13_REVERSE_REPO_DEPLETED.md,06_Signals/2026-05-13_REVERSE_REPO_DEPLETED.md,obsidian://open?vault=My_Data&file=06_Signals%2F2026-05-13_REVERSE_REPO_DEPLETED.md,My_Data,2026-05-13_REVERSE_REPO_DEPLETED.md,,"[""signal"",""macro"",""alert""]",,My_Data,Signal
mydata:signal:2026-05-13-yield-curve-flattening,2026-06-01,2026-05-13_YIELD_CURVE_FLATTENING,,2026-05-13,,Signals,2026-05-13_YIELD_CURVE_FLATTENING,2026-05-13_YIELD_CURVE_FLATTENING,signal,obsidian://open?vault=My_Data&file=06_Signals%2F2026-05-13_YIELD_CURVE_FLATTENING.md,06_Signals/2026-05-13_YIELD_CURVE_FLATTENING.md,,,,06_Signals,C:\Users\CaveUser\Documents\Obsidian Vault\My_Data\06_Signals\2026-05-13_YIELD_CURVE_FLATTENING.md,My_Data,06_Signals,C:\Users\CaveUser\Documents\Obsidian Vault\My_Data\06_Signals\2026-05-13_YIELD_CURVE_FLATTENING.md,06_Signals/2026-05-13_YIELD_CURVE_FLATTENING.md,obsidian://open?vault=My_Data&file=06_Signals%2F2026-05-13_YIELD_CURVE_FLATTENING.md,My_Data,2026-05-13_YIELD_CURVE_FLATTENING.md,,"[""signal"",""macro"",""watch""]",,My_Data,Signal
mydata:signal:2026-05-14-confirm-antimicrobial-resistance-pipeline,2026-06-01,2026-05-14_CONFIRM_ANTIMICROBIAL_RESISTANCE_PIPELINE,,2026-05-14,,Signals,2026-05-14_CONFIRM_ANTIMICROBIAL_RESISTANCE_PIPELINE,2026-05-14_CONFIRM_ANTIMICROBIAL_RESISTANCE_PIPELINE,signal,obsidian://open?vault=My_Data&file=06_Signals%2F2026-05-14_CONFIRM_ANTIMICROBIAL_RESISTANCE_PIPELINE.md,06_Signals/2026-05-14_CONFIRM_ANTIMICROBIAL_RESISTANCE_PIPELINE.md,Healthcare Sector Basket,,,06_Signals,C:\Users\CaveUser\Documents\Obsidian Vault\My_Data\06_Signals\2026-05-14_CONFIRM_ANTIMICROBIAL_RESISTANCE_PIPELINE.md,My_Data,06_Signals,C:\Users\CaveUser\Documents\Obsidian Vault\My_Data\06_Signals\2026-05-14_CONFIRM_ANTIMICROBIAL_RESISTANCE_PIPELINE.md,06_Signals/2026-05-14_CONFIRM_ANTIMICROBIAL_RESISTANCE_PIPELINE.md,obsidian://open?vault=My_Data&file=06_Signals%2F2026-05-14_CONFIRM_ANTIMICROBIAL_RESISTANCE_PIPELINE.md,My_Data,2026-05-14_CONFIRM_ANTIMICROBIAL_RESISTANCE_PIPELINE.md,,"[""signal"",""sector-scan"",""confirm"",""antimicrobial-resistance-pipeline""]",,My_Data,Signal
mydata:signal:2026-05-14-confirm-quantum-computing,2026-06-01,2026-05-14_CONFIRM_QUANTUM_COMPUTING,,2026-05-14,,Signals,2026-05-14_CONFIRM_QUANTUM_COMPUTING,2026-05-14_CONFIRM_QUANTUM_COMPUTING,signal,obsidian://open?vault=My_Data&file=06_Signals%2F2026-05-14_CONFIRM_QUANTUM_COMPUTING.md,06_Signals/2026-05-14_CONFIRM_QUANTUM_COMPUTING.md,Tech Sector Basket,,,06_Signals,C:\Users\CaveUser\Documents\Obsidian Vault\My_Data\06_Signals\2026-05-14_CONFIRM_QUANTUM_COMPUTING.md,My_Data,06_Signals,C:\Users\CaveUser\Documents\Obsidian Vault\My_Data\06_Signals\2026-05-14_CONFIRM_QUANTUM_COMPUTING.md,06_Signals/2026-05-14_CONFIRM_QUANTUM_COMPUTING.md,obsidian://open?vault=My_Data&file=06_Signals%2F2026-05-14_CONFIRM_QUANTUM_COMPUTING.md,My_Data,2026-05-14_CONFIRM_QUANTUM_COMPUTING.md,,"[""signal"",""sector-scan"",""confirm"",""quantum-computing""]",,My_Data,Signal
mydata:signal:2026-05-14-reverse-repo-depleted,2026-06-01,2026-05-14_REVERSE_REPO_DEPLETED,,2026-05-14,,Signals,2026-05-14_REVERSE_REPO_DEPLETED,2026-05-14_REVERSE_REPO_DEPLETED,signal,obsidian://open?vault=My_Data&file=06_Signals%2F2026-05-14_REVERSE_REPO_DEPLETED.md,06_Signals/2026-05-14_REVERSE_REPO_DEPLETED.md,,,,06_Signals,C:\Users\CaveUser\Documents\Obsidian Vault\My_Data\06_Signals\2026-05-14_REVERSE_REPO_DEPLETED.md,My_Data,06_Signals,C:\Users\CaveUser\Documents\Obsidian Vault\My_Data\06_Signals\2026-05-14_REVERSE_REPO_DEPLETED.md,06_Signals/2026-05-14_REVERSE_REPO_DEPLETED.md,obsidian://open?vault=My_Data&file=06_Signals%2F2026-05-14_REVERSE_REPO_DEPLETED.md,My_Data,2026-05-14_REVERSE_REPO_DEPLETED.md,,"[""signal"",""macro"",""alert""]",,My_Data,Signal
mydata:signal:2026-05-14-yield-curve-flattening,2026-06-01,2026-05-14_YIELD_CURVE_FLATTENING,,2026-05-14,,Signals,2026-05-14_YIELD_CURVE_FLATTENING,2026-05-14_YIELD_CURVE_FLATTENING,signal,obsidian://open?vault=My_Data&file=06_Signals%2F2026-05-14_YIELD_CURVE_FLATTENING.md,06_Signals/2026-05-14_YIELD_CURVE_FLATTENING.md,,,,06_Signals,C:\Users\CaveUser\Documents\Obsidian Vault\My_Data\06_Signals\2026-05-14_YIELD_CURVE_FLATTENING.md,My_Data,06_Signals,C:\Users\CaveUser\Documents\Obsidian Vault\My_Data\06_Signals\2026-05-14_YIELD_CURVE_FLATTENING.md,06_Signals/2026-05-14_YIELD_CURVE_FLATTENING.md,obsidian://open?vault=My_Data&file=06_Signals%2F2026-05-14_YIELD_CURVE_FLATTENING.md,My_Data,2026-05-14_YIELD_CURVE_FLATTENING.md,,"[""signal"",""macro"",""watch""]",,My_Data,Signal
mydata:signal:2026-05-15-confirm-antimicrobial-resistance-pipeline,2026-06-01,2026-05-15_CONFIRM_ANTIMICROBIAL_RESISTANCE_PIPELINE,,2026-05-15,,Signals,2026-05-15_CONFIRM_ANTIMICROBIAL_RESISTANCE_PIPELINE,2026-05-15_CONFIRM_ANTIMICROBIAL_RESISTANCE_PIPELINE,signal,obsidian://open?vault=My_Data&file=06_Signals%2F2026-05-15_CONFIRM_ANTIMICROBIAL_RESISTANCE_PIPELINE.md,06_Signals/2026-05-15_CONFIRM_ANTIMICROBIAL_RESISTANCE_PIPELINE.md,Healthcare Sector Basket,,,06_Signals,C:\Users\CaveUser\Documents\Obsidian Vault\My_Data\06_Signals\2026-05-15_CONFIRM_ANTIMICROBIAL_RESISTANCE_PIPELINE.md,My_Data,06_Signals,C:\Users\CaveUser\Documents\Obsidian Vault\My_Data\06_Signals\2026-05-15_CONFIRM_ANTIMICROBIAL_RESISTANCE_PIPELINE.md,06_Signals/2026-05-15_CONFIRM_ANTIMICROBIAL_RESISTANCE_PIPELINE.md,obsidian://open?vault=My_Data&file=06_Signals%2F2026-05-15_CONFIRM_ANTIMICROBIAL_RESISTANCE_PIPELINE.md,My_Data,2026-05-15_CONFIRM_ANTIMICROBIAL_RESISTANCE_PIPELINE.md,,"[""signal"",""sector-scan"",""confirm"",""antimicrobial-resistance-pipeline""]",,My_Data,Signal
mydata:signal:2026-05-15-confirm-psychedelic-mental-health-revolution,2026-06-01,2026-05-15_CONFIRM_PSYCHEDELIC_MENTAL_HEALTH_REVOLUTION,,2026-05-15,,Signals,2026-05-15_CONFIRM_PSYCHEDELIC_MENTAL_HEALTH_REVOLUTION,2026-05-15_CONFIRM_PSYCHEDELIC_MENTAL_HEALTH_REVOLUTION,signal,obsidian://open?vault=My_Data&file=06_Signals%2F2026-05-15_CONFIRM_PSYCHEDELIC_MENTAL_HEALTH_REVOLUTION.md,06_Signals/2026-05-15_CONFIRM_PSYCHEDELIC_MENTAL_HEALTH_REVOLUTION.md,Healthcare Sector Basket,,,06_Signals,C:\Users\CaveUser\Documents\Obsidian Vault\My_Data\06_Signals\2026-05-15_CONFIRM_PSYCHEDELIC_MENTAL_HEALTH_REVOLUTION.md,My_Data,06_Signals,C:\Users\CaveUser\Documents\Obsidian Vault\My_Data\06_Signals\2026-05-15_CONFIRM_PSYCHEDELIC_MENTAL_HEALTH_REVOLUTION.md,06_Signals/2026-05-15_CONFIRM_PSYCHEDELIC_MENTAL_HEALTH_REVOLUTION.md,obsidian://open?vault=My_Data&file=06_Signals%2F2026-05-15_CONFIRM_PSYCHEDELIC_MENTAL_HEALTH_REVOLUTION.md,My_Data,2026-05-15_CONFIRM_PSYCHEDELIC_MENTAL_HEALTH_REVOLUTION.md,,"[""signal"",""sector-scan"",""confirm"",""psychedelic-mental-health-revolution""]",,My_Data,Signal
mydata:signal:2026-05-15-reverse-repo-depleted,2026-06-01,2026-05-15_REVERSE_REPO_DEPLETED,,2026-05-15,,Signals,2026-05-15_REVERSE_REPO_DEPLETED,2026-05-15_REVERSE_REPO_DEPLETED,signal,obsidian://open?vault=My_Data&file=06_Signals%2F2026-05-15_REVERSE_REPO_DEPLETED.md,06_Signals/2026-05-15_REVERSE_REPO_DEPLETED.md,,,,06_Signals,C:\Users\CaveUser\Documents\Obsidian Vault\My_Data\06_Signals\2026-05-15_REVERSE_REPO_DEPLETED.md,My_Data,06_Signals,C:\Users\CaveUser\Documents\Obsidian Vault\My_Data\06_Signals\2026-05-15_REVERSE_REPO_DEPLETED.md,06_Signals/2026-05-15_REVERSE_REPO_DEPLETED.md,obsidian://open?vault=My_Data&file=06_Signals%2F2026-05-15_REVERSE_REPO_DEPLETED.md,My_Data,2026-05-15_REVERSE_REPO_DEPLETED.md,,"[""signal"",""macro"",""alert""]",,My_Data,Signal
